,customer_id,gender,location,partner,dependents,senior,Tenure,monthly_cost,package,survey,Class
1670,G4798,Male,Hampshire,1,Unknown,0,14.0,nan,4,6,Churn=No
1671,B3034,Male,Greater London,0,0,0,1.0,nan,1,6,Churn=Yes
1672,A3995,Female,North Yorkshire,1,1,0,16.0,nan,1,4,Churn=No
1673,K5010,Female,Greater London,1,Unknown,0,3.0,nan,4,3,Churn=Yes
1674,C3886,Female,Greater Manchester,1,Unknown,0,12.0,nan,3,8,Churn=No
1675,G2441,Male,Devon,0,1,0,9.0,nan,1,7,Churn=No
1676,C2393,Female,Greater Manchester,1,1,0,8.0,nan,4,1,Churn=No
1677,G3858,Male,Devon,1,1,0,9.0,nan,3,4,Churn=No
1678,B8688,Female,Essex,0,0,0,0.0,nan,2,3,Churn=Yes
1679,J9304,Male,North Yorkshire,0,0,0,5.0,nan,1,3,Churn=Yes
1680,B5812,Female,West Midlands,1,1,0,7.0,nan,4,7,Churn=No
1681,F8418,Female,Greater London,1,Unknown,0,10.0,$31926,4,6,
1682,H5525,Female,West Yorkshire,1,1,0,-2.449489742783178,nan,1,7,Churn=No
1683,I6686,Female,Hertfordshire,0,0,0,8.0,nan,2,4,Churn=Yes
1684,K9835,Female,Greater Manchester,1,Unknown,0,10.0,nan,4,6,Churn=No
1685,A7290,Male,Greater London,0,Unknown,0,13.0,nan,1,4,Churn=No
1686,E6910,Female,Kent,0,0,0,1.0,nan,2,2,Churn=Yes
1687,F6089,Male,Devon,0,1,0,16.0,nan,3,5,Churn=No
1688,G3232,Female,Hertfordshire,1,1,0,9.0,nan,4,10,Churn=No
1689,J9986,Female,North Yorkshire,0,Unknown,1,2.0,nan,2,4,Churn=No
1690,J1303,Male,West Midlands,1,1,1,3.0,nan,2,5,Churn=No
1691,C9638,Male,Surrey,0,1,0,9.0,nan,1,6,Churn=No
1692,C3888,Male,West Midlands,0,0,0,4.0,nan,1,1,Churn=Yes
1693,G7760,Male,Greater Manchester,0,1,0,17.0,nan,1,2,Churn=No
1694,G3313,Female,Hertfordshire,0,1,0,14.0,nan,1,7,Churn=No
1695,I1414,Female,Merseyside,0,1,0,11.0,nan,2,6,Churn=No
1696,E9070,Male,Hampshire,0,0,0,3.0,nan,1,0,Churn=Yes
1697,A2626,Male,Kent,1,1,0,8.0,nan,4,7,Churn=No
1698,E1135,Female,Lancashire,1,Unknown,0,6.0,nan,4,9,Churn=Yes
1699,B8726,Female,West Midlands,1,0,0,11.0,nan,4,5,Churn=No
1700,I6392,Male,Essex,0,Unknown,0,9.0,nan,2,5,Churn=No
1701,A3398,Male,Greater London,0,Unknown,0,1.0,nan,3,2,Churn=Yes
1702,J6163,Female,Surrey,0,Unknown,0,0.0,nan,2,4,Churn=Yes
1703,D1239,Female,Greater London,1,1,0,8.0,nan,3,6,Churn=No
1704,J3387,Male,Hampshire,0,1,0,0.0,nan,1,4,Churn=No
1705,C6361,Female,Hertfordshire,0,1,1,2.0,nan,1,8,Churn=No
1706,A7809,Male,South Yorkshire,1,Unknown,1,13.0,nan,2,4,Churn=Yes
1707,J5938,Male,Kent,0,Unknown,0,16.0,nan,1,4,Churn=No
1708,G1874,Male,Hampshire,1,1,1,9.0,nan,2,7,Churn=No
1709,K5649,Male,Greater London,0,Unknown,0,2.0,nan,1,7,Churn=Yes
1710,F1273,Male,Kent,1,1,1,7.0,nan,3,7,Churn=No
1711,I4605,Female,Greater London,1,1,0,8.0,nan,1,6,Churn=No
1712,E9338,Male,Lancashire,0,1,0,20.0,nan,1,7,Churn=No
1713,K9174,Female,Hampshire,1,1,1,5.0,nan,2,5,Churn=No
1714,E1702,Male,North Yorkshire,0,Unknown,0,7.0,nan,1,8,Churn=No
1715,I9415,Male,West Midlands,1,Unknown,0,0.0,nan,1,No reply,Churn=No
1716,I9181,Female,Greater London,0,1,0,20.0,nan,1,8,Churn=No
1717,J6448,Female,West Midlands,1,Unknown,0,10.0,nan,4,7,Churn=No
1718,F9199,Female,Greater London,1,1,0,16.0,nan,3,6,Churn=No
1719,J3959,Male,West Midlands,0,1,0,4.0,nan,1,8,Churn=No
1720,H9032,Female,West Midlands,1,Unknown,0,7.0,nan,1,7,Churn=No
1721,F4778,Male,Lancashire,0,1,0,5.0,nan,1,7,Churn=No
1722,H1493,Female,Greater London,0,1,0,11.0,nan,4,6,Churn=No
1723,A6401,Female,Greater London,0,0,1,1.0,nan,2,6,Churn=No
1724,K4956,Male,Essex,1,1,0,8.0,nan,4,5,Churn=No
1725,K6471,Female,Greater London,1,1,0,9.0,nan,4,7,Churn=No
1726,H7343,Female,Greater London,1,1,0,2.0,nan,4,4,Churn=No
1727,K1896,Female,Essex,0,1,0,6.0,nan,2,7,Churn=No
1728,K5692,Male,Greater London,0,0,0,3.0,nan,1,2,Churn=Yes
1729,I7794,Male,Greater London,1,1,0,9.0,nan,2,No reply,Churn=No
1730,F1164,Male,Greater London,0,0,0,1.0,nan,1,2,Churn=Yes
1731,K9207,Male,Greater London,0,1,0,10.0,nan,1,0,Churn=No
1732,G3157,Female,Greater London,0,1,0,2.0,nan,1,No reply,Churn=No
1733,A2024,Female,West Midlands,0,Unknown,0,9.0,nan,4,2,Churn=Yes
1734,C2186,Male,North Yorkshire,0,0,1,8.0,nan,2,3,Churn=Yes
1735,B6168,Female,North Yorkshire,0,1,0,9.0,nan,2,5,Churn=No
1736,J3556,Female,Greater London,1,Unknown,0,1.0,nan,4,No reply,Churn=No
1737,K2375,Male,Greater London,0,Unknown,0,0.0,nan,2,1,Churn=Yes
1738,B6523,Male,Essex,1,1,0,12.0,nan,2,7,Churn=No
1739,C8050,Female,Kent,1,Unknown,0,12.0,nan,4,6,Churn=No
1740,G6715,Male,Greater London,1,Unknown,0,19.0,nan,4,7,Churn=No
1741,H2152,Female,Greater Manchester,1,0,0,7.0,nan,3,7,Churn=No
1742,C4051,Female,West Yorkshire,0,0,1,13.0,nan,1,6,Churn=No
1743,A9922,Male,Devon,1,Unknown,1,18.0,nan,2,6,Churn=No
1744,D9086,Male,Greater London,1,1,0,16.0,nan,4,7,Churn=No
1745,I7961,Female,Greater London,0,0,0,0.0,nan,1,2,Churn=Yes
1746,I2042,Female,West Midlands,0,0,1,3.0,nan,2,1,Churn=No
1747,K6773,Female,Lancashire,0,1,0,6.0,nan,1,1,Churn=No
1748,A2887,Female,Surrey,1,0,0,1.0,nan,4,1,Churn=Yes
1749,F4320,Female,Greater London,1,Unknown,0,16.0,nan,4,3,Churn=No
1750,B8362,Female,Greater London,0,1,0,13.0,nan,2,2,Churn=Yes
1751,H9612,Male,Greater London,1,1,0,8.0,nan,4,1,Churn=No
1752,B5479,Male,Greater London,1,0,1,3.0,nan,3,0,Churn=Yes
1753,K5721,Female,Merseyside,0,1,0,0.0,nan,4,2,Churn=Yes
1754,F7105,Female,Greater London,0,1,0,15.0,nan,1,No reply,Churn=No
1755,A8624,Male,Devon,1,1,1,16.0,nan,2,4,Churn=No
1756,K4537,Male,Greater London,1,1,0,6.0,nan,2,1,Churn=No
1757,I7491,Female,Greater London,0,0,0,15.0,nan,1,1,Churn=Yes
1758,F1665,Male,Hertfordshire,1,0,0,-1.0,nan,4,No reply,Churn=No
1759,B8686,Female,West Midlands,1,0,0,13.0,nan,3,3,Churn=Yes
1760,F7840,Male,Greater London,1,1,0,16.0,nan,3,8,Churn=No
1761,F8861,Female,Surrey,1,1,0,15.0,nan,1,3,Churn=No
1762,G5624,Female,Greater London,1,0,0,3.0,nan,4,3,Churn=Yes
1763,J8153,Female,Devon,0,Unknown,0,14.0,nan,1,7,Churn=No
1764,E8988,Male,Greater London,1,0,0,6.0,nan,4,1,Churn=Yes
1765,H3864,Male,Devon,0,0,0,1.0,nan,4,3,Churn=Yes
1766,C4749,Male,Hampshire,1,1,0,19.0,nan,4,7,Churn=No
1767,C9037,Female,Greater London,1,0,0,6.0,nan,4,No reply,Churn=No
1768,A1121,Male,West Midlands,0,1,0,13.0,nan,2,2,Churn=No
1769,G8095,Female,Hampshire,0,Unknown,1,7.0,nan,2,1,Churn=Yes
1770,A7535,Female,South Yorkshire,1,1,0,17.0,nan,2,9,Churn=No
1771,J9367,Female,Greater London,1,1,1,-3.1622776601683795,nan,1,7,Churn=No
1772,H3646,Female,Greater London,1,Unknown,0,13.0,nan,4,2,Churn=No
1773,D4458,Male,Greater London,1,0,0,7.0,nan,3,6,Churn=No
1774,E3844,Female,Devon,1,1,0,14.0,nan,4,8,Churn=No
1775,A2806,Female,Merseyside,0,Unknown,0,7.0,nan,2,4,Churn=No
1776,H7646,Female,Devon,0,Unknown,0,17.0,nan,1,6,Churn=No
1777,F6187,Female,Greater Manchester,0,1,0,11.0,nan,2,5,Churn=No
1778,F3634,Female,Greater London,1,1,0,8.0,nan,1,4,Churn=No
1779,E6504,Male,Greater London,0,Unknown,0,1.0,nan,1,2,Churn=Yes
1780,G7160,Female,Greater London,1,1,0,12.0,nan,4,4,Churn=No
1781,F3764,Male,South Yorkshire,0,0,0,1.0,nan,3,2,Churn=Yes
1782,F1684,Female,West Midlands,1,1,0,20.0,nan,3,6,Churn=No
1783,F8172,Male,Merseyside,1,Unknown,0,2.0,nan,4,4,Churn=No
1784,I6895,Male,Greater London,0,1,0,1.0,nan,1,4,Churn=No
1785,A7638,Female,Greater London,1,0,0,3.0,nan,1,1,Churn=Yes
1786,K8460,Female,Greater London,1,Unknown,0,17.0,nan,4,6,Churn=No
1787,I3555,Female,Kent,1,1,0,12.0,nan,1,5,Churn=No
1788,B7577,Male,Greater Manchester,0,1,0,9.0,nan,1,5,Churn=No
1789,G5427,Female,North Yorkshire,0,Unknown,1,8.0,nan,2,5,Churn=No
1790,A9068,Female,Hertfordshire,0,0,0,1.0,nan,2,2,Churn=Yes
1791,G8254,Male,Surrey,0,1,0,15.0,nan,2,4,Churn=No
1792,F5170,Male,West Midlands,1,1,1,9.0,nan,2,1,Churn=No
1793,C4918,Male,West Yorkshire,0,Unknown,0,0.0,nan,1,No reply,Churn=Yes
1794,C7024,Female,Greater London,0,Unknown,0,0.0,nan,2,2,Churn=Yes
1795,G5802,Male,Hertfordshire,0,1,1,12.0,nan,2,7,Churn=No
1796,F4744,Male,Greater London,1,1,0,8.0,nan,3,2,Churn=No
1797,K5481,Female,South Yorkshire,0,Unknown,0,9.0,nan,4,3,Churn=No
1798,B3877,Female,South Yorkshire,1,1,0,13.0,nan,4,7,Churn=No
1799,E4053,Male,West Yorkshire,1,Unknown,0,21.0,nan,3,6,Churn=No
1800,D5392,Male,Greater Manchester,1,1,1,18.0,nan,2,6,Churn=No
1801,E2406,Male,Greater London,1,1,0,11.0,nan,1,6,Churn=No
1802,J4104,Female,West Yorkshire,0,1,0,0.0,nan,3,7,Churn=No
1803,B2016,Female,West Midlands,0,Unknown,1,7.0,nan,2,6,Churn=No
1804,F2004,Female,South Yorkshire,1,0,0,1.0,nan,3,5,Churn=Yes
1805,H2443,Male,West Midlands,1,1,0,0.0,nan,3,5,Churn=No
1806,G4351,Male,Greater London,1,Unknown,0,1.0,nan,4,8,Churn=No
1807,I1015,Female,Hampshire,0,1,0,10.0,nan,1,9,Churn=No
1808,G8047,Male,Hampshire,1,0,1,16.0,nan,2,1,Churn=Yes
1809,H9383,Female,Kent,1,Unknown,1,4.0,nan,2,2,Churn=Yes
1810,G5298,Male,Greater London,1,Unknown,0,15.0,nan,4,6,Churn=No
1811,H6997,Female,Greater London,1,Unknown,1,0.0,nan,2,3,Churn=No
1812,C4289,Female,Merseyside,1,Unknown,0,11.0,nan,4,0,Churn=No
1813,K7080,Male,Hampshire,1,0,1,10.0,nan,2,1,Churn=Yes
1814,D5672,Female,Greater London,0,Unknown,0,16.0,nan,2,0,Churn=Yes
1815,D8834,Male,Greater London,0,0,0,2.0,nan,1,2,Churn=Yes
1816,H2381,Male,Greater Manchester,0,1,1,16.0,nan,2,2,Churn=Yes
1817,B2336,Female,Hampshire,0,1,0,10.0,nan,1,5,Churn=No
1818,J6229,Female,West Midlands,1,1,1,13.0,nan,2,7,Churn=No
1819,F1664,Male,Merseyside,0,0,1,4.0,nan,2,6,Churn=No
1820,A2336,Female,Tyne and Wear,1,1,0,25.0,nan,2,3,Churn=No
1821,B6882,Male,Devon,0,0,0,1.0,nan,1,3,Churn=Yes
1822,J9278,Female,West Yorkshire,0,0,1,15.0,nan,2,6,Churn=No
1823,A1784,Female,Merseyside,1,0,0,17.0,nan,4,6,Churn=No
1824,J4663,Female,Greater London,1,Unknown,0,11.0,nan,1,3,Churn=No
1825,E9943,Male,Greater London,1,1,0,18.0,nan,1,6,Churn=No
1826,D9964,Female,Hertfordshire,0,1,0,7.0,nan,3,6,Churn=No
1827,J9302,Female,Kent,1,1,0,10.0,nan,4,6,Churn=No
1828,H9282,Male,North Yorkshire,0,Unknown,0,0.0,nan,1,7,Churn=Yes
1829,D8288,Female,Greater London,0,0,0,1.0,nan,1,3,Churn=Yes
1830,D9370,Female,Greater London,1,1,0,16.0,nan,4,5,Churn=No
1831,B6827,Male,West Midlands,1,1,0,0.0,nan,3,7,Churn=No
1832,A6663,Female,West Yorkshire,1,1,0,9.0,nan,3,4,Churn=No
1833,E6248,Male,West Yorkshire,0,1,0,6.0,nan,2,2,Churn=Yes
1834,K1659,Female,West Midlands,0,Unknown,0,8.0,nan,1,6,Churn=No
1835,C5866,Male,Kent,1,1,0,15.0,nan,1,5,Churn=No
1836,G6685,Female,Hampshire,1,1,1,10.0,nan,2,No reply,Churn=No
1837,C3378,Female,Hampshire,0,Unknown,0,0.0,nan,2,1,Churn=Yes
1838,K2737,Female,West Yorkshire,0,0,0,2.0,nan,1,No reply,Churn=Yes
1839,C8244,Male,West Yorkshire,1,1,0,7.0,nan,4,6,Churn=No
1840,C2333,Male,Greater Manchester,0,Unknown,0,0.0,nan,2,3,Churn=Yes
1841,J4287,Male,Greater London,1,Unknown,0,19.0,nan,2,5,Churn=No
1842,D9781,Female,West Midlands,1,Unknown,0,27.0,nan,4,1,Churn=No
1843,C9111,Male,Greater London,1,Unknown,0,12.0,nan,4,7,Churn=No
1844,A9681,Female,Devon,0,1,0,15.0,nan,2,No reply,Churn=No
1845,E3726,Male,South Yorkshire,1,1,0,7.0,nan,4,8,Churn=No
1846,C6520,Male,Kent,1,1,0,25.0,nan,2,7,Churn=No
1847,D8634,Female,South Yorkshire,0,1,0,11.0,nan,1,6,Churn=No
1848,A8126,Male,Hampshire,0,0,0,7.0,nan,1,1,Churn=Yes
1849,I1568,Male,Greater London,1,0,1,14.0,nan,4,1,Churn=Yes
1850,I4594,Male,Essex,1,1,0,7.0,nan,4,1,Churn=No
1851,A9365,Male,Greater London,1,1,0,16.0,nan,4,8,Churn=No
1852,G5400,Male,West Midlands,1,0,0,8.0,nan,4,3,Churn=No
1853,I5491,Male,Hertfordshire,0,1,1,7.0,nan,2,8,Churn=No
1854,J6005,Male,Greater Manchester,1,1,0,14.0,nan,4,6,Churn=No
1855,A1052,Male,South Yorkshire,1,1,0,14.0,nan,1,6,Churn=No
1856,I2427,Female,Greater London,1,1,0,6.0,nan,3,8,Churn=No
1857,K6301,Female,North Yorkshire,1,0,0,0.0,nan,4,2,Churn=Yes
1858,E2531,Male,Merseyside,0,1,0,15.0,nan,2,5,Churn=No
1859,C5723,Male,Merseyside,0,Unknown,1,3.0,nan,2,6,Churn=No
1860,B3708,Female,Greater London,1,1,0,12.0,nan,4,7,Churn=No
1861,K8531,Female,Essex,1,Unknown,0,15.0,nan,4,8,Churn=No
1862,E4887,Male,Hampshire,1,0,0,0.0,nan,4,6,Churn=No
1863,K6413,Male,Greater London,1,Unknown,1,10.0,nan,2,4,Churn=Yes
1864,B8553,Female,Greater London,0,Unknown,0,1.0,nan,3,3,Churn=Yes
1865,I2039,Male,Essex,1,1,0,4.0,nan,4,10,Churn=No
1866,G2022,Female,Lancashire,0,1,0,24.0,nan,1,6,Churn=Yes
1867,F8725,Female,West Yorkshire,1,1,0,16.0,nan,1,8,Churn=No
1868,H3314,Male,Greater London,1,0,0,15.0,nan,3,7,Churn=No
1869,C5324,Female,Devon,1,0,0,2.0,nan,4,1,Churn=Yes
1870,B5913,Male,Greater Manchester,1,Unknown,1,8.0,nan,2,5,Churn=No
1871,K4246,Female,Greater London,0,0,1,15.0,nan,2,1,Churn=Yes
1872,G7788,Female,West Midlands,1,1,0,5.0,nan,3,No reply,Churn=No
1873,I9298,Male,Lancashire,0,Unknown,0,2.0,nan,1,3,Churn=Yes
1874,G2800,Female,Greater London,1,Unknown,0,6.0,nan,2,1,Churn=No
1875,K8325,Female,Hertfordshire,1,0,0,2.0,nan,4,2,Churn=Yes
1876,E9980,Female,West Yorkshire,1,1,0,23.0,nan,4,10,Churn=No
1877,J8978,Female,Greater Manchester,1,0,0,3.0,nan,4,7,Churn=No
1878,E3221,Female,Essex,1,0,0,22.0,nan,2,6,Churn=No
1879,F5809,Female,Greater London,1,1,0,7.0,nan,4,4,Churn=No
1880,D7528,Female,West Midlands,1,0,0,1.0,nan,3,3,Churn=Yes
1881,I1606,Male,Greater London,1,Unknown,0,4.0,nan,1,3,Churn=Yes
1882,K8339,Male,North Yorkshire,1,0,1,2.0,nan,2,0,Churn=Yes
1883,K2005,Male,Devon,1,1,0,4.0,nan,3,1,Churn=No
1884,J5975,Male,Greater London,1,Unknown,0,1.0,nan,1,No reply,Churn=No
1885,H7918,Male,Hertfordshire,1,1,0,21.0,nan,4,No reply,Churn=No
1886,F9527,Female,West Midlands,1,1,0,14.0,nan,4,6,Churn=No
1887,J7825,Female,Nottinghamshire,0,Unknown,0,1.0,nan,1,3,Churn=Yes
1888,I3327,Female,West Midlands,0,Unknown,1,8.0,nan,2,7,Churn=No
1889,E8020,Female,Greater London,1,0,0,1.0,nan,3,3,Churn=Yes
1890,C5225,Male,Merseyside,1,0,1,1.0,nan,2,2,Churn=Yes
1891,F4130,Female,Greater London,1,1,0,15.0,nan,4,No reply,Churn=No
1892,C3595,Female,Greater London,1,1,0,7.0,nan,4,9,Churn=No
1893,E8022,Female,Greater Manchester,1,1,0,11.0,nan,2,7,Churn=No
1894,J7289,Female,West Midlands,0,1,0,10.0,nan,1,No reply,Churn=No
1895,D9006,Male,Greater Manchester,1,1,1,8.0,nan,2,7,Churn=No
1896,J8240,Female,West Midlands,0,Unknown,0,7.0,nan,1,4,Churn=Yes
1897,J7927,Female,Merseyside,1,0,0,1.0,nan,4,1,Churn=Yes
1898,D2927,Male,Greater London,1,1,1,10.0,nan,2,5,Churn=No
1899,A2834,Male,Greater Manchester,1,1,1,17.0,nan,2,2,Churn=Yes
1900,A2652,Male,Hampshire,1,1,0,11.0,nan,1,6,Churn=No
1901,B7943,Female,Greater Manchester,1,1,1,13.0,nan,2,1,Churn=Yes
1902,E6129,Female,Greater London,0,0,0,17.0,nan,1,2,Churn=Yes
1903,J5105,Male,Greater London,0,0,0,1.0,nan,1,2,Churn=Yes
1904,I7769,Female,Lancashire,1,1,0,7.0,nan,2,No reply,Churn=No
1905,K4681,Male,North Yorkshire,1,1,0,11.0,nan,4,5,Churn=No
1906,E7033,Female,Greater London,1,1,0,20.0,$23229,3,4,
1907,A8602,Female,Greater London,0,Unknown,1,7.0,nan,2,6,Churn=No
1908,F3338,Male,Greater London,1,1,0,2.0,nan,4,7,Churn=No
1909,C6584,Female,Kent,0,0,0,8.0,nan,1,No reply,Churn=Yes
1910,J4757,Male,Greater London,0,1,0,13.0,nan,1,No reply,Churn=No
1911,C7504,Male,Greater Manchester,1,1,0,16.0,nan,4,5,Churn=No
1912,I3718,Male,Kent,0,1,0,9.0,nan,1,5,Churn=No
1913,G5392,Female,Greater London,1,Unknown,0,10.0,nan,2,7,Churn=No
1914,E7071,Male,Greater London,1,Unknown,0,11.0,nan,4,3,Churn=No
1915,B4478,Male,Greater London,1,Unknown,0,3.0,nan,1,1,Churn=Yes
1916,C6290,Female,Greater Manchester,1,0,0,-0.0,nan,4,5,Churn=No
1917,C8439,Male,Greater London,0,0,0,2.0,nan,1,0,Churn=Yes
1918,D3313,Male,Greater London,1,0,0,6.0,nan,3,7,Churn=No
1919,G3005,Male,Greater Manchester,1,1,0,9.0,nan,2,5,Churn=No
1920,C2178,Female,Greater London,1,0,0,14.0,nan,4,7,Churn=No
1921,B9292,Male,Greater London,1,1,0,0.0,nan,4,3,Churn=No
1922,E2295,Male,Lancashire,1,0,0,-3.872983346207417,nan,1,5,Churn=No
1923,B9412,Male,Surrey,1,Unknown,0,11.0,nan,2,8,Churn=No
1924,J6326,Female,Greater London,0,0,0,0.0,nan,4,3,Churn=Yes
1925,C7654,Female,West Midlands,0,1,1,0.0,$23309,2,9,Y$e$s$$
1926,E3542,Male,Greater Manchester,1,1,0,0.0,nan,4,7,Churn=No
1927,G6447,Male,Hampshire,0,0,1,13.0,nan,2,8,Churn=No
1928,H5295,Female,Kent,0,1,0,2.0,nan,2,4,Churn=Yes
1929,A6090,Female,Greater London,1,1,1,23.0,nan,3,1,Churn=Yes
1930,K8983,Male,Surrey,1,1,1,9.0,nan,2,4,Churn=No
1931,D8404,Female,South Yorkshire,0,Unknown,0,14.0,nan,1,4,Churn=No
1932,K2246,Female,Kent,1,Unknown,0,14.0,nan,3,7,Churn=No
1933,K1061,Male,Merseyside,0,0,1,15.0,nan,2,4,Churn=No
1934,E7529,Female,Greater London,0,0,0,8.0,nan,2,1,Churn=Yes
1935,B1490,Female,Essex,1,1,0,6.0,nan,3,4,Churn=No
1936,E4099,Male,North Yorkshire,0,0,1,-2.6457513110645907,nan,2,No reply,Churn=No
1937,K7097,Female,West Midlands,1,1,0,19.0,nan,1,No reply,Churn=No
1938,A4664,Male,Greater Manchester,1,0,0,8.0,nan,2,7,Churn=No
1939,F9534,Female,Hertfordshire,1,1,0,14.0,nan,4,5,Churn=No
1940,D1125,Male,Lancashire,1,Unknown,0,12.0,nan,3,4,Churn=No
1941,G5946,Male,Lancashire,0,0,0,1.0,nan,1,1,Churn=Yes
1942,A8263,Female,West Yorkshire,0,1,0,6.0,nan,1,4,Churn=No
1943,D1483,Male,South Yorkshire,1,0,0,11.0,nan,1,2,Churn=Yes
1944,C4404,Male,Greater Manchester,1,1,0,10.0,nan,3,7,Churn=No
1945,K6281,Female,North Yorkshire,0,1,0,8.0,nan,1,7,Churn=No
1946,F1055,Male,Greater Manchester,1,Unknown,0,2.0,nan,1,3,Churn=No
1947,B8549,Female,Greater London,0,0,0,0.0,nan,2,2,Churn=Yes
1948,A2565,Female,Greater London,0,0,0,1.0,nan,1,1,Churn=Yes
1949,H2616,Female,Hertfordshire,0,1,0,16.0,nan,2,4,Churn=No
1950,A2600,Male,Greater London,1,1,0,12.0,nan,4,6,Churn=No
1951,J6127,Female,West Midlands,0,Unknown,0,5.0,nan,1,5,Churn=No
1952,F8072,Male,Greater London,1,1,0,1.0,nan,3,6,Churn=No
1953,A5670,Female,Devon,1,1,0,11.0,nan,3,5,Churn=No
1954,F1137,Male,Greater London,1,1,1,9.0,nan,2,2,Churn=No
1955,D5176,Male,West Midlands,0,0,1,7.0,nan,2,5,Churn=No
1956,E3958,Female,Greater Manchester,1,Unknown,0,18.0,$38931,2,6,
1957,J2226,Male,Greater Manchester,0,1,0,10.0,nan,1,5,Churn=No
1958,E2524,Female,Kent,1,1,0,20.0,nan,4,3,Churn=No
1959,G9625,Female,North Yorkshire,1,1,1,7.0,nan,2,5,Churn=No
1960,E9673,Female,West Yorkshire,1,Unknown,0,12.0,nan,1,No reply,Churn=No
1961,B1278,Male,Merseyside,1,1,0,18.0,nan,4,6,Churn=No
1962,K9591,Male,Hampshire,0,0,0,12.0,nan,1,3,Churn=Yes
1963,H9427,Male,Lancashire,1,1,0,14.0,nan,4,9,Churn=No
1964,B9579,Female,West Yorkshire,1,Unknown,0,6.0,nan,4,9,Churn=No
1965,B5502,Male,Greater London,0,0,0,0.0,nan,1,1,Churn=Yes
1966,J9491,Male,West Midlands,1,Unknown,0,2.0,nan,1,2,Churn=Yes
1967,I9411,Male,North Yorkshire,1,1,0,8.0,nan,3,7,Churn=No
1968,C8872,Male,South Yorkshire,1,0,1,10.0,nan,2,2,Churn=Yes
1969,G7112,Male,Lancashire,0,1,0,8.0,nan,2,5,Churn=No
1970,I7658,Male,Greater London,0,0,0,0.0,nan,2,1,Churn=Yes
1971,I5210,Female,Kent,0,1,0,6.0,nan,1,8,Churn=No
1972,B7444,Female,Lancashire,0,Unknown,0,14.0,nan,1,3,Churn=No
1973,C6389,Male,Hampshire,1,0,0,7.0,nan,2,5,Churn=No
1974,C5729,Male,Surrey,1,1,0,9.0,36.900000000000006,4,7,Churn=No
1975,E1067,Female,North Yorkshire,0,1,0,15.0,nan,1,2,Churn=No
1976,H4766,Male,Greater London,1,1,0,5.0,nan,2,4,Churn=No
1977,K1540,Female,Greater London,1,Unknown,0,9.0,nan,4,8,Churn=No
1978,C2873,Female,Greater London,1,Unknown,0,0.0,nan,4,6,Churn=No
1979,C2785,Female,Greater Manchester,0,Unknown,0,8.0,nan,1,8,Churn=No
1980,F3426,Female,Surrey,0,Unknown,0,19.0,nan,1,7,Churn=No
1981,E6062,Male,Greater Manchester,1,1,0,5.0,nan,3,8,Churn=No
1982,D9446,Male,Greater London,0,Unknown,0,10.0,nan,1,3,Churn=Yes
1983,B7040,Female,Kent,1,1,0,5.0,nan,3,7,Churn=No
1984,H4186,Male,Greater Manchester,0,1,0,6.0,nan,1,5,Churn=No
1985,G2978,Female,Merseyside,1,1,0,-3.0,nan,4,7,Churn=No
1986,I4342,Female,Hampshire,1,1,0,8.0,nan,4,6,Churn=No
1987,G7887,Female,Merseyside,1,Unknown,0,8.0,nan,4,7,Churn=No
1988,I4427,Female,Hampshire,1,1,0,11.0,nan,3,8,Churn=No
1989,J6876,Male,Hampshire,1,1,0,16.0,nan,4,6,Churn=No
1990,H1153,Male,North Yorkshire,0,1,0,13.0,nan,1,8,Churn=No
1991,J6754,Female,Greater London,0,1,0,12.0,nan,1,6,Churn=No
1992,H8448,Female,South Yorkshire,1,Unknown,0,6.0,nan,4,4,Churn=No
1993,E5859,Female,Hertfordshire,1,0,0,1.0,nan,1,4,Churn=No
1994,D3149,Female,North Yorkshire,1,Unknown,0,6.0,nan,4,3,Churn=No
1995,E5311,Male,Greater London,0,1,0,9.0,nan,1,6,Churn=No
1996,E3126,Male,Greater Manchester,0,1,0,9.0,nan,1,0,Churn=Yes
1997,D9159,Female,West Midlands,1,1,0,11.0,nan,2,8,Churn=No
1998,H8583,Male,Devon,1,1,0,11.0,nan,2,No reply,Churn=No
1999,E7294,Male,Lancashire,1,1,0,16.0,nan,4,7,Churn=No
2000,I9970,Female,Lancashire,0,1,0,20.0,nan,1,No reply,Churn=No
2001,A8677,Male,Greater London,1,Unknown,1,5.0,nan,2,6,Churn=No
2002,F7379,Female,Greater London,1,1,0,2.0,nan,4,5,Churn=No
2003,A8741,Female,Lancashire,1,1,0,7.0,nan,4,7,Churn=No
2004,E4816,Male,North Yorkshire,1,1,1,11.0,nan,2,5,Churn=No
2005,C9986,Female,Kent,1,Unknown,0,13.0,nan,3,5,Churn=No
2006,D4895,Male,Greater London,0,0,0,1.0,nan,1,0,Churn=Yes
2007,E2086,Female,Greater London,0,0,0,1.0,nan,1,3,Churn=Yes
2008,D7357,Female,Lancashire,1,1,0,1.0,nan,3,1,Churn=Yes
2009,E8114,Male,Devon,0,1,0,4.0,nan,1,2,Churn=No
2010,K7473,Male,Hampshire,1,1,0,12.0,nan,3,6,Churn=No
2011,D9184,Male,Kent,0,1,0,9.0,nan,2,7,Churn=No
2012,G4553,Male,Greater Manchester,1,Unknown,0,17.0,nan,2,7,Churn=No
2013,B6511,Male,Kent,0,Unknown,0,2.0,nan,1,1,Churn=Yes
